sample;wc_1;vm_1;fc_1;ac_1;c_1;h_1;o_1;n_1;s_1;cl_1;hc_1;oc_1;lhv_1;wc_2;vm_2;fc_2;ac_2;c_2;h_2;o_2;n_2;s_2;cl_2;hc_2;oc_2;lhv_2;atmosphere;temperature;residence_time;pressure;heat_rate;x_fuel1;x_fuel2
hc_20;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;1200;1;1;1000;1;0
hc_21;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;1200;1;1;1000;1;0
hc_24;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;1200;1;1;1000;1;0
hc_25;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;0.5;1;1000;1;0
hc_26;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;0.5;1;1000;1;0
hc_28;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;0.5;1;1000;1;0
hc_29;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_30;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_31;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_32;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;5;1;1000;1;0
hc_33;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;5;1;1000;1;0
hc_34;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;5;1;1000;1;0
hc_35;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;10;1;1000;1;0
hc_36;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;10;1;1000;1;0
hc_37;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;10;1;1000;1;0
hc_38;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;20;1;1000;1;0
hc_39;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;20;1;1000;1;0
hc_41;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;20;1;1000;1;0
hc_42;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_43;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;400;1;1;1000;1;0
hc_45;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;5;1;1000;1;0
hc_46;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_47;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;2;1;1000;1;0
hc_49;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;600;10;1;1000;1;0
hc_53;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;800;1;1;1000;1;0
hc_54;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;400;1;1;1000;1;0
hc_56;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;400;1;1;1000;1;0
hc_57;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;800;1;1;1000;1;0
hc_58;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;5.2;91.73567443;3.064325572;0;39.46536064;5.214475632;54.93683904;0.309855118;0.073469572;0;1.585534924;1.044020088;16.166;N2;800;1;1;1000;1;0
lig_1;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;200;1;1;1000;1;0
lig_2;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;200;1;1;1000;1;0
lig_3;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;200;1;1;1000;1;0
lig_4;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;400;1;1;1000;1;0
lig_5;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;400;1;1;1000;1;0
lig_6;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;400;1;1;1000;1;0
lig_7;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_8;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_9;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_10;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_11;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_12;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;800;1;1;1000;1;0
lig_14;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;800;1;1;1000;1;0
lig_15;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;800;1;1;1000;1;0
lig_16;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;800;1;1;1000;1;0
lig_17;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1000;1;1;1000;1;0
lig_19;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1000;1;1;1000;1;0
lig_20;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1000;1;1;1000;1;0
lig_21;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1200;1;1;1000;1;0
lig_23;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1200;1;1;1000;1;0
lig_24;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;1200;1;1;1000;1;0
lig_25;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;0.5;1;1000;1;0
lig_26;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;0.5;1;1000;1;0
lig_27;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;0.5;1;1000;1;0
lig_28;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;2;1;1000;1;0
lig_29;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;2;1;1000;1;0
lig_30;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;2;1;1000;1;0
lig_31;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;5;1;1000;1;0
lig_32;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;5;1;1000;1;0
lig_33;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;5;1;1000;1;0
lig_35;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;5;1;1000;1;0
lig_36;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;10;1;1000;1;0
lig_37;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;10;1;1000;1;0
lig_38;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;10;1;1000;1;0
lig_39;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;20;1;1000;1;0
lig_40;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;20;1;1000;1;0
lig_41;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;20;1;1000;1;0
lig_42;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;0.5;1;1000;1;0
lig_43;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;2;1;1000;1;0
lig_44;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;5;1;1000;1;0
lig_45;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;10;1;1000;1;0
lig_46;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_47;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
lig_48;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;5.81;57.23263005;35.24991547;1.707454472;58.40088272;4.410370827;35.92947522;0.889846176;0.369425058;0;0.906226883;0.461416081;26.10225;N2;600;1;1;1000;1;0
ebs2_2;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;10;1;0
ebs2_3;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;10;1;0
ebs2_4;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;10;1;0
ebs2_6;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;50;1;0
ebs2_7;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;50;1;0
ebs2_8;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;50;1;0
ebs2_9;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;100;1;0
ebs2_11;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;100;1;0
ebs2_18;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;100;1;0
ebs2_19;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;500;1;0
ebs2_21;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;500;1;0
ebs2_23;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;500;1;0
ebs2_30;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;1000;1;0
ebs2_33;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;1000;1;0
ebs2_34;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;1000;1;0
ebs2_35;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;100;1;0
ebs2_37;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;N2;1000;10;1;100;1;0
ebs2_40;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;3.7;68.7;11.6;16;54;6.5;17.9;1.3;0.7;0;1.4;0.2;20.2995;CO2;1000;10;1;1000;1;0
