sample;wc_1;vm_1;fc_1;ac_1;c_1;h_1;o_1;n_1;s_1;cl_1;hc_1;oc_1;lhv_1;wc_2;vm_2;fc_2;ac_2;c_2;h_2;o_2;n_2;s_2;cl_2;hc_2;oc_2;lhv_2;atmosphere;temperature;residence_time;pressure;heat_rate;x_fuel1;x_fuel2
brown_coal_1;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_2;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_3;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_4;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_5;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_6;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_7;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_9;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_10;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_11;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_12;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_14;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_15;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_16;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_17;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_18;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_19;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_20;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_21;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;10;1;1000;1;0
brown_coal_22;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;10;1;1000;1;0
brown_coal_23;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;10;1;1000;1;0
brown_coal_25;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_26;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;0.5;1;1000;1;0
brown_coal_27;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_29;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_31;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_32;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_34;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_36;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_37;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_38;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_39;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_40;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_41;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_42;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_43;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_44;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;5;1;1000;1;0
brown_coal_45;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;5;1;1000;1;0
brown_coal_46;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;5;1;1000;1;0
brown_coal_47;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;1;1000;1;0
brown_coal_48;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;1;1000;1;0
brown_coal_50;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;1;1000;1;0
brown_coal_51;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;1;1000;1;0
brown_coal_52;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;0.5;1;1000;1;0
brown_coal_53;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;0.5;1;1000;1;0
brown_coal_54;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;0.5;1;1000;1;0
brown_coal_55;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
brown_coal_56;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
brown_coal_57;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
brown_coal_58;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;2;1;1000;1;0
brown_coal_59;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;2;1;1000;1;0
brown_coal_60;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;2;1;1000;1;0
brown_coal_61;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;5;1;1000;1;0
brown_coal_62;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;5;1;1000;1;0
brown_coal_64;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;5;1;1000;1;0
brown_coal_65;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;10;1;1000;1;0
brown_coal_67;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;10;1;1000;1;0
brown_coal_68;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;10;1;1000;1;0
brown_coal_69;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;0.5;1;1000;1;0
brown_coal_70;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;0.5;1;1000;1;0
brown_coal_71;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
brown_coal_72;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_74;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;1;1;1000;1;0
brown_coal_75;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_77;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;2;1;1000;1;0
brown_coal_78;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;5;1;1000;1;0
brown_coal_79;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_80;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;5;1;1000;1;0
sewage_82;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;0.5;1;1000;1;0
sewage_83;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;0.5;1;1000;1;0
sewage_84;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;0.5;1;1000;1;0
sewage_85;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_86;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_87;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_88;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_89;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_90;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_91;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_93;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;5;1;1000;1;0
sewage_94;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;5;1;1000;1;0
sewage_95;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;5;1;1000;1;0
sewage_97;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;10;1;1000;1;0
sewage_98;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;10;1;1000;1;0
sewage_99;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;10;1;1000;1;0
sewage_100;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_101;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_102;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_103;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_104;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_105;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_106;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_107;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_108;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_109;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_111;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;5;1;1000;1;0
sewage_112;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;5;1;1000;1;0
sewage_113;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;5;1;1000;1;0
sewage_114;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;1;1000;1;0
sewage_115;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;1;1000;1;0
sewage_117;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;1;1000;1;0
sewage_118;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;0.5;1;1000;1;0
sewage_119;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;0.5;1;1000;1;0
sewage_120;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;0.5;1;1000;1;0
sewage_121;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;0.5;1;1000;1;0
sewage_122;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;1;1;1000;1;0
sewage_123;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;1;1;1000;1;0
