Unnamed: 0,sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,fuel_category,devol_yield,E_A,A0
7,brown_coal_9,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,Coal,7.018209408,16.651369897175904,52.56787308557641
24,brown_coal_27,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,Coal,4.677302393,16.651369897175904,52.56787308557641
1815,_bks_13,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,Coal,5.972734904,16.651369897175904,52.56787308557641
10,brown_coal_12,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,5.12319124,16.651369897175904,52.56787308557641
27,brown_coal_32,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,8.362480127,16.651369897175904,52.56787308557641
64,brown_coal_75,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,8.074741408,16.651369897175904,52.56787308557641
65,brown_coal_77,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,7.591240876,16.651369897175904,52.56787308557641
1816,_bks_15,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,8.4,16.651369897175904,52.56787308557641
18,brown_coal_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,12.51504212,16.651369897175904,52.56787308557641
142,brown_coal_162,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,21.22328666,16.651369897175904,52.56787308557641
143,brown_coal_163,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,17.219836,16.651369897175904,52.56787308557641
145,brown_coal_165,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,15.46890106,16.651369897175904,52.56787308557641
1817,_bks_16,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,18.84903983,16.651369897175904,52.56787308557641
1428,bcoal_22,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,46.56997256,16.651369897175904,52.56787308557641
1429,bcoal_23,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,44.00852878,16.651369897175904,52.56787308557641
1430,bcoal_24,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,41.19507909,16.651369897175904,52.56787308557641
1802,bks_73,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,50.21097046,16.651369897175904,52.56787308557641
1803,bks_75,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,45.99351552,16.651369897175904,52.56787308557641
1804,bks_76,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,54.28999625,16.651369897175904,52.56787308557641
1926,_ebs1_3,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,10.0,1000,RDF1,Plastic,86.31954659,-9.368122489149167,9.886969935729882
1937,_ebs1_18,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,2.0,1000,RDF1,Plastic,69.39910305,-9.368122489149167,9.886969935729882
1938,_ebs1_19,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,5.0,1000,RDF1,Plastic,76.50952975,-9.368122489149167,9.886969935729882
1939,_ebs1_20,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,10.0,1000,RDF1,Plastic,86.31954659,-9.368122489149167,9.886969935729882
1755,ebs1_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,10.0,1.0,1000,RDF1,Plastic,72.65983751,-9.368122489149167,9.886969935729882
1756,ebs1_43,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,10.0,1.0,1000,RDF1,Plastic,71.49794546,-9.368122489149167,9.886969935729882
294,refuse_derived_17,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,0.5,1.0,1000,RDF2,Mix,16.57773035,9.125393964900091,54.13339844643061
296,refuse_derived_19,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,0.5,1.0,1000,RDF2,Mix,7.727593507,9.125393964900091,54.13339844643061
368,refuse_derived_135,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,0.5,1.0,1000,RDF2,Mix,21.55756208,9.125393964900091,54.13339844643061
284,refuse_derived_1,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,1.0,1000,RDF2,Mix,33.33333333,9.125393964900091,54.13339844643061
356,refuse_derived_117,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,1.0,1000,RDF2,Mix,25.63249001,9.125393964900091,54.13339844643061
378,refuse_derived_148,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,1.0,1000,RDF2,Mix,37.5712848,9.125393964900091,54.13339844643061
385,refuse_derived_173,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.0,1.0,1000,RDF2,Mix,34.17762103,9.125393964900091,54.13339844643061
303,refuse_derived_28,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.5,1.0,1000,RDF2,Mix,23.00653595,9.125393964900091,54.13339844643061
305,refuse_derived_31,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.5,1.0,1000,RDF2,Mix,28.88811915,9.125393964900091,54.13339844643061
384,refuse_derived_172,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.5,1.0,1000,RDF2,Mix,39.6411093,9.125393964900091,54.13339844643061
387,refuse_derived_176,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,1.5,1.0,1000,RDF2,Mix,40.66342579,9.125393964900091,54.13339844643061
314,refuse_derived_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,2.0,1.0,1000,RDF2,Mix,57.52212389,9.125393964900091,54.13339844643061
366,refuse_derived_133,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,2.0,1.0,1000,RDF2,Mix,58.50550964,9.125393964900091,54.13339844643061
370,refuse_derived_138,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,2.0,1.0,1000,RDF2,Mix,63.2405892,9.125393964900091,54.13339844643061
388,refuse_derived_178,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,2.0,1.0,1000,RDF2,Mix,63.00138313,9.125393964900091,54.13339844643061
323,refuse_derived_53,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,5.0,1.0,1000,RDF2,Mix,64.49250087,9.125393964900091,54.13339844643061
363,refuse_derived_129,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,5.0,1.0,1000,RDF2,Mix,73.30663997,9.125393964900091,54.13339844643061
371,refuse_derived_139,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,5.0,1.0,1000,RDF2,Mix,60.14271152,9.125393964900091,54.13339844643061
326,refuse_derived_62,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,10.0,1.0,1000,RDF2,Mix,70.19472362,9.125393964900091,54.13339844643061
328,refuse_derived_64,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,10.0,1.0,1000,RDF2,Mix,76.25294316,9.125393964900091,54.13339844643061
376,refuse_derived_146,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,15.0,1.0,1000,RDF2,Mix,75.59912854,9.125393964900091,54.13339844643061
377,refuse_derived_147,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,600,15.0,1.0,1000,RDF2,Mix,73.78826531,9.125393964900091,54.13339844643061
1968,gm_16,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,1.0,1000,Rubber,Plastic,41.73200024,-6.700577934953199,11.449215736967792
1969,gm_17,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,1.5,1000,Rubber,Plastic,42.34754723,-6.700577934953199,11.449215736967792
1970,gm_18,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,2.0,1000,Rubber,Plastic,51.51979271,-6.700577934953199,11.449215736967792
1971,gm_19,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,5.0,1000,Rubber,Plastic,60.63222451,-6.700577934953199,11.449215736967792
1775,gumm_85,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,10.0,1.0,1000,Rubber,Plastic,58.24974057,-6.700577934953199,11.449215736967792
69,sewage_82,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,9.63070239,7.156894020856432,51.9029084546879
71,sewage_84,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,7.439286812,7.156894020856432,51.9029084546879
119,sewage_137,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,8.79088785,7.156894020856432,51.9029084546879
120,sewage_138,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,11.96046129,7.156894020856432,51.9029084546879
217,sewage_251,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,10.62271062,7.156894020856432,51.9029084546879
273,sewage_321,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,11.6272752,7.156894020856432,51.9029084546879
73,sewage_86,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,17.04436642,7.156894020856432,51.9029084546879
74,sewage_87,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,15.34130894,7.156894020856432,51.9029084546879
121,sewage_139,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,15.45375471,7.156894020856432,51.9029084546879
123,sewage_141,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,19.7689769,7.156894020856432,51.9029084546879
220,sewage_254,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,21.47398844,7.156894020856432,51.9029084546879
222,sewage_256,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,25.77077748,7.156894020856432,51.9029084546879
267,sewage_309,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,26.45682688,7.156894020856432,51.9029084546879
268,sewage_313,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,26.49507949,7.156894020856432,51.9029084546879
1872,swage_14,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,0.5,1000,Sewage,Biomass,15.22598162,7.156894020856432,51.9029084546879
125,sewage_143,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,34.55532926,7.156894020856432,51.9029084546879
127,sewage_146,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.85172982,7.156894020856432,51.9029084546879
155,sewage_177,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.85924933,7.156894020856432,51.9029084546879
199,sewage_230,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.45736434,7.156894020856432,51.9029084546879
223,sewage_257,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,38.08174828,7.156894020856432,51.9029084546879
224,sewage_258,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,35.97091531,7.156894020856432,51.9029084546879
225,sewage_259,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,21.2295082,7.156894020856432,51.9029084546879
270,sewage_315,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,21.9116321,7.156894020856432,51.9029084546879
275,sewage_323,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,25.16129032,7.156894020856432,51.9029084546879
276,sewage_325,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,28.51128971,7.156894020856432,51.9029084546879
79,sewage_93,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,32.87388008,7.156894020856432,51.9029084546879
80,sewage_94,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,34.4422043,7.156894020856432,51.9029084546879
128,sewage_147,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,37.57025508,7.156894020856432,51.9029084546879
226,sewage_260,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,39.11796343,7.156894020856432,51.9029084546879
83,sewage_98,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,45.22686025,7.156894020856432,51.9029084546879
84,sewage_99,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,38.49794888,7.156894020856432,51.9029084546879
229,sewage_265,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,49.37432964,7.156894020856432,51.9029084546879
230,sewage_266,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,43.18671178,7.156894020856432,51.9029084546879
231,sewage_267,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,47.47715534,7.156894020856432,51.9029084546879
1400,swg_28,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,46.88156973,7.156894020856432,51.9029084546879
2077,TC_124,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,15.86727989,21.539286288651482,148.58476997549576
2078,TC_125,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,15.31393568,21.539286288651482,148.58476997549576
2079,TC_126,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,18.7366167,21.539286288651482,148.58476997549576
1996,TC_9,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,24.87526728,21.539286288651482,148.58476997549576
1997,TC_11,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,19.80469942,21.539286288651482,148.58476997549576
2080,TC_127,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,21.81635389,21.539286288651482,148.58476997549576
2081,TC_128,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,23.75960867,21.539286288651482,148.58476997549576
2083,TC_131,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,27.22204001,21.539286288651482,148.58476997549576
2084,TC_132,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,26.77810554,21.539286288651482,148.58476997549576
2090,TC_138,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,28.83161512,21.539286288651482,148.58476997549576
2085,TC_133,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,Coal,35.25337222,21.539286288651482,148.58476997549576
2094,TC_142,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,Coal,35.08517579,21.539286288651482,148.58476997549576
2005,TC_24,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,38.43626807,21.539286288651482,148.58476997549576
2053,TC_91,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,38.88684114,21.539286288651482,148.58476997549576
2093,TC_141,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,36.34531407,21.539286288651482,148.58476997549576
2199,TW_257,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,38.95495495,21.34038858228421,370.5529466145733
2201,TW_259,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,32.35605793,21.34038858228421,370.5529466145733
2213,TW_271,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,28.15566836,21.34038858228421,370.5529466145733
2216,TW_274,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,27.74546699,21.34038858228421,370.5529466145733
2226,TW_284,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,40.50676848,21.34038858228421,370.5529466145733
2198,TW_256,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,31.3464991,21.34038858228421,370.5529466145733
2212,TW_270,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,26.40310625,21.34038858228421,370.5529466145733
2222,TW_280,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,37.03703704,21.34038858228421,370.5529466145733
2224,TW_282,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,32.89641944,21.34038858228421,370.5529466145733
2193,TW_250,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,49.59266802,21.34038858228421,370.5529466145733
2208,TW_266,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,48.68421053,21.34038858228421,370.5529466145733
2210,TW_268,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,50.54443274,21.34038858228421,370.5529466145733
2217,TW_275,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,51.00584036,21.34038858228421,370.5529466145733
2187,TW_243,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,67.71171171,21.34038858228421,370.5529466145733
2189,TW_245,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,68.13112538,21.34038858228421,370.5529466145733
2192,TW_248,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,69.16951081,21.34038858228421,370.5529466145733
2206,TW_264,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,65.74659129,21.34038858228421,370.5529466145733
2207,TW_265,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,66.77094195,21.34038858228421,370.5529466145733
2123,TW_173,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,66.42233857,21.34038858228421,370.5529466145733
2124,TW_174,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,67.61238025,21.34038858228421,370.5529466145733
2135,TW_188,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,67.1454219,21.34038858228421,370.5529466145733
1222,wood_44,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,54.65425532,15.934928921278505,99.10331908756932
1223,wood_45,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,33.67501898,15.934928921278505,99.10331908756932
1226,wood_103,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,44.04201376,15.934928921278505,99.10331908756932
1227,wood_5,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,40.82256968,15.934928921278505,99.10331908756932
1229,wood_21,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,46.23928911,15.934928921278505,99.10331908756932
1230,wood_61,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,36.77498972,15.934928921278505,99.10331908756932
