Unnamed: 0,sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,fuel_category,devol_yield,E_A,A0
1492,htc_62,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,56.252497,4.281764749205312,36.58377665915595
1560,htc_145,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,52.73905997,4.281764749205312,36.58377665915595
1453,htc_19,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,50.35490605,4.281764749205312,36.58377665915595
1494,htc_64,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.17932149,4.281764749205312,36.58377665915595
1495,htc_37,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.19314206,4.281764749205312,36.58377665915595
1513,htc_92,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.69291339,4.281764749205312,36.58377665915595
1516,htc_82,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,5.0,1000,HTC-MSW,Mix,51.709062,4.281764749205312,36.58377665915595
1522,htc_89,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,20.0,1000,HTC-MSW,Mix,55.50493546,4.281764749205312,36.58377665915595
1526,htc_100,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,56.11992945,4.281764749205312,36.58377665915595
1527,htc_101,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,62.45136187,4.281764749205312,36.58377665915595
1528,htc_102,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.75373134,4.281764749205312,36.58377665915595
1529,htc_113,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.03760446,4.281764749205312,36.58377665915595
1530,htc_102,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,59.78306216,4.281764749205312,36.58377665915595
1531,htc_103,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,59.44912012,4.281764749205312,36.58377665915595
1532,htc_104,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,60.90941135,4.281764749205312,36.58377665915595
1537,htc_110,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,500,HTC-MSW,Mix,62.20722509,4.281764749205312,36.58377665915595
1538,htc_111,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,500,HTC-MSW,Mix,53.66101695,4.281764749205312,36.58377665915595
1539,htc_113,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.03760446,4.281764749205312,36.58377665915595
1564,htc_149,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.75373134,4.281764749205312,36.58377665915595
1623,hc_16,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,81.97300771,23.72694755929004,749.3056913708809
1651,hc_53,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,85.27586207,23.72694755929004,749.3056913708809
1655,hc_58,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,75.91751136,23.72694755929004,749.3056913708809
1668,lig_14,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,800,1.0,1.0,1000,Lignin,Biomass,56.62487292,20.54726899016291,294.4275701516588
1670,lig_16,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,800,1.0,1.0,1000,Lignin,Biomass,51.3229308,20.54726899016291,294.4275701516588
28,brown_coal_34,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,13.49206349,16.651369897175904,52.56787308557641
29,brown_coal_36,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,17.22328244,16.651369897175904,52.56787308557641
62,brown_coal_72,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,16.04688763,16.651369897175904,52.56787308557641
1819,_bks_19,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,14.24040624,16.651369897175904,52.56787308557641
149,brown_coal_169,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,33.23657475,16.651369897175904,52.56787308557641
150,brown_coal_170,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,32.31748158,16.651369897175904,52.56787308557641
164,brown_coal_191,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,40.86897488,16.651369897175904,52.56787308557641
166,brown_coal_193,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,28.28315183,16.651369897175904,52.56787308557641
173,brown_coal_201,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,35.63458856,16.651369897175904,52.56787308557641
1820,_bks_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,33.95002012,16.651369897175904,52.56787308557641
1821,_bks_21,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.5,1.0,1000,Lignite,Coal,34.69122785,16.651369897175904,52.56787308557641
34,brown_coal_41,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,33.39815265,16.651369897175904,52.56787308557641
35,brown_coal_42,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,25.50306212,16.651369897175904,52.56787308557641
36,brown_coal_43,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,26.36279643,16.651369897175904,52.56787308557641
209,brown_coal_243,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,24.92125984,16.651369897175904,52.56787308557641
38,brown_coal_45,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,36.80792891,16.651369897175904,52.56787308557641
39,brown_coal_46,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,34.97978047,16.651369897175904,52.56787308557641
68,brown_coal_80,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,36.00648036,16.651369897175904,52.56787308557641
41,brown_coal_48,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,40.80808081,16.651369897175904,52.56787308557641
42,brown_coal_50,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,40.24390244,16.651369897175904,52.56787308557641
43,brown_coal_51,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,37.26474279,16.651369897175904,52.56787308557641
162,brown_coal_189,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,35.77631122,16.651369897175904,52.56787308557641
167,brown_coal_194,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,38.2517049,16.651369897175904,52.56787308557641
203,brown_coal_235,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,38.99138991,16.651369897175904,52.56787308557641
207,brown_coal_239,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,40.18249409,16.651369897175904,52.56787308557641
208,brown_coal_242,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,39.66745843,16.651369897175904,52.56787308557641
210,brown_coal_244,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,39.19379845,16.651369897175904,52.56787308557641
211,brown_coal_245,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,34.17721519,16.651369897175904,52.56787308557641
213,brown_coal_247,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,39.88679245,16.651369897175904,52.56787308557641
214,brown_coal_248,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,35.00208594,16.651369897175904,52.56787308557641
1807,_bks_3,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551,16.651369897175904,52.56787308557641
1810,_bks_8,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551,16.651369897175904,52.56787308557641
1811,_bks_9,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,42.49959202,16.651369897175904,52.56787308557641
1812,_bks_10,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,42.05689896,16.651369897175904,52.56787308557641
1813,_bks_11,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,42.96328847,16.651369897175904,52.56787308557641
1824,_bks_24,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551,16.651369897175904,52.56787308557641
1927,_ebs1_4,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,10.0,1000,RDF1,Plastic,92.1248203,-9.368122489149167,9.886969935729882
1930,_ebs1_10,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,10.0,1000,RDF1,Plastic,92.1248203,-9.368122489149167,9.886969935729882
1943,_ebs1_26,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,2.0,1000,RDF1,Plastic,83.79899555,-9.368122489149167,9.886969935729882
1944,_ebs1_27,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,5.0,1000,RDF1,Plastic,90.60123562,-9.368122489149167,9.886969935729882
1945,_ebs1_28,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,10.0,1000,RDF1,Plastic,92.1248203,-9.368122489149167,9.886969935729882
1931,_ebs1_11,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,5.0,10.0,1000,RDF1,Plastic,90.0096491,-9.368122489149167,9.886969935729882
1751,ebs1_38,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,1.0,1000,RDF1,Plastic,78.57857858,-9.368122489149167,9.886969935729882
1753,ebs1_40,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,1.0,1000,RDF1,Plastic,67.61453397,-9.368122489149167,9.886969935729882
1933,_ebs1_13,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,20.0,10.0,1000,RDF1,Plastic,89.08115378,-9.368122489149167,9.886969935729882
298,refuse_derived_22,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,0.5,1.0,1000,RDF2,Mix,13.17579663,9.125393964900091,54.13339844643061
299,refuse_derived_23,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,0.5,1.0,1000,RDF2,Mix,20.93182597,9.125393964900091,54.13339844643061
286,refuse_derived_5,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,1.0,1000,RDF2,Mix,25.46583851,9.125393964900091,54.13339844643061
287,refuse_derived_6,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,1.0,1000,RDF2,Mix,30.44086774,9.125393964900091,54.13339844643061
367,refuse_derived_134,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.0,1.0,1000,RDF2,Mix,43.71941272,9.125393964900091,54.13339844643061
306,refuse_derived_32,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.5,1.0,1000,RDF2,Mix,56.31456181,9.125393964900091,54.13339844643061
309,refuse_derived_36,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.5,1.0,1000,RDF2,Mix,57.39565943,9.125393964900091,54.13339844643061
379,refuse_derived_150,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,1.5,1.0,1000,RDF2,Mix,69.05785124,9.125393964900091,54.13339844643061
315,refuse_derived_43,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,2.0,1.0,1000,RDF2,Mix,73.61921098,9.125393964900091,54.13339844643061
317,refuse_derived_45,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,2.0,1.0,1000,RDF2,Mix,69.23349894,9.125393964900091,54.13339844643061
324,refuse_derived_54,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,5.0,1.0,1000,RDF2,Mix,78.94026325,9.125393964900091,54.13339844643061
325,refuse_derived_55,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,5.0,1.0,1000,RDF2,Mix,78.74622863,9.125393964900091,54.13339844643061
343,refuse_derived_93,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,5.0,1000,RDF2,Mix,75.37638006,9.125393964900091,54.13339844643061
344,refuse_derived_94,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,5.0,1000,RDF2,Mix,76.58569501,9.125393964900091,54.13339844643061
345,refuse_derived_95,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,5.0,1000,RDF2,Mix,77.09656925,9.125393964900091,54.13339844643061
349,refuse_derived_105,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,10.0,1000,RDF2,Mix,76.83423913,9.125393964900091,54.13339844643061
351,refuse_derived_108,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,10.0,1000,RDF2,Mix,76.69871795,9.125393964900091,54.13339844643061
352,refuse_derived_109,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,20.0,1000,RDF2,Mix,76.19525242,9.125393964900091,54.13339844643061
353,refuse_derived_110,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,20.0,1000,RDF2,Mix,76.10469069,9.125393964900091,54.13339844643061
354,refuse_derived_111,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065,800,10.0,20.0,1000,RDF2,Mix,76.83960665,9.125393964900091,54.13339844643061
1960,gm_4,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418,-6.700577934953199,11.449215736967792
1963,gm_10,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418,-6.700577934953199,11.449215736967792
1975,gm_25,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,1.5,1000,Rubber,Plastic,57.91015551,-6.700577934953199,11.449215736967792
1976,gm_26,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,2.0,1000,Rubber,Plastic,62.39540043,-6.700577934953199,11.449215736967792
1977,gm_27,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,5.0,1000,Rubber,Plastic,63.96171248,-6.700577934953199,11.449215736967792
1978,gm_28,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418,-6.700577934953199,11.449215736967792
1964,gm_11,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,5.0,10.0,1000,Rubber,Plastic,67.30737204,-6.700577934953199,11.449215736967792
1776,gumm_87,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,10.0,1.0,1000,Rubber,Plastic,70.17045455,-6.700577934953199,11.449215736967792
1965,gm_12,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,10.0,10.0,1000,Rubber,Plastic,66.52508559,-6.700577934953199,11.449215736967792
1966,gm_13,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,20.0,10.0,1000,Rubber,Plastic,66.56360085,-6.700577934953199,11.449215736967792
86,sewage_101,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,23.89558233,7.156894020856432,51.9029084546879
87,sewage_102,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,26.34833391,7.156894020856432,51.9029084546879
132,sewage_151,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,23.26195365,7.156894020856432,51.9029084546879
232,sewage_268,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,29.81557377,7.156894020856432,51.9029084546879
234,sewage_270,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,28.37028161,7.156894020856432,51.9029084546879
88,sewage_103,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,50.46594982,7.156894020856432,51.9029084546879
90,sewage_105,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,40.77153309,7.156894020856432,51.9029084546879
91,sewage_106,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,31.12033195,7.156894020856432,51.9029084546879
137,sewage_156,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,39.59346001,7.156894020856432,51.9029084546879
174,sewage_203,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,36.95026716,7.156894020856432,51.9029084546879
178,sewage_209,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,29.26368785,7.156894020856432,51.9029084546879
182,sewage_213,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,52.82600665,7.156894020856432,51.9029084546879
235,sewage_271,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,47.78510839,7.156894020856432,51.9029084546879
236,sewage_272,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,47.50610394,7.156894020856432,51.9029084546879
237,sewage_273,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,45.12396694,7.156894020856432,51.9029084546879
1877,swage_22,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,0.5,1000,Sewage,Biomass,37.5159086,7.156894020856432,51.9029084546879
157,sewage_182,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,53.46341463,7.156894020856432,51.9029084546879
159,sewage_184,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.28689884,7.156894020856432,51.9029084546879
191,sewage_222,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.36838511,7.156894020856432,51.9029084546879
193,sewage_224,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,48.84696017,7.156894020856432,51.9029084546879
195,sewage_226,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.49622166,7.156894020856432,51.9029084546879
239,sewage_275,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,46.71437866,7.156894020856432,51.9029084546879
282,sewage_333,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.7412901,7.156894020856432,51.9029084546879
283,sewage_334,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,48.74826147,7.156894020856432,51.9029084546879
97,sewage_113,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,47.58925285,7.156894020856432,51.9029084546879
160,sewage_186,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,46.3800905,7.156894020856432,51.9029084546879
242,sewage_278,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,48.66482505,7.156894020856432,51.9029084546879
243,sewage_279,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,46.07082631,7.156894020856432,51.9029084546879
98,sewage_114,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,10.0,1.0,1000,Sewage,Biomass,47.49232344,7.156894020856432,51.9029084546879
